"battery_id","battery_formula","working_ion","formula_charge","formula_discharge","max_delta_volume","average_voltage","gravimetric_capacity","volumetric_capacity","gravimetric_energy","volumetric_energy","atomic_fraction_charge","atomic_fraction_discharge","stability_charge","stability_discharge","steps","max_voltage_step"
"mp-8640_K","K0-3Hf","K","Hf","K3Hf",7.60976546199012,-1.47903134033333,271.834172184218,689.185826705622,-402.051260034026,-1019.32743701115,0,0.75,0.072408209999999,1.12737555775,1,0
"mp-8634_K","K0-3Mn","K","Mn","K3Mn",16.9232362884876,-0.839342400333334,466.835444496938,689.338466276728,-391.834782544739,-578.591002926808,0,0.75,0.0830980520689639,0.650281313267241,1,0
"mp-8637_K","K0-3Mo","K","Mo","K3Mo",11.2468574213054,-1.41785846366667,377.06981097415,675.283674806808,-534.631622882888,-957.456673700762,0,0.75,0.411460099999999,1.16625887275,1,0
"mp-8642_K","K0-3Re","K","Re","K3Re",10.398721857513,-1.98281948366667,264.922372598299,774.871937185338,-525.293242047107,-1536.43117439762,0,0.75,0.0627567550000006,1.5028038015,1,0
"mp-8632_K","K0-3V","K","V","K3V",13.0605399290335,-1.09478077366667,477.925368327494,681.880301121823,-523.223504492501,-746.509443610209,0,0.75,0.247140399999999,0.882870680249999,1,0
"mp-8641_K","K0-3W","K","W","K3W",10.1121849208583,-1.84493062366667,267.004732550401,727.099802234135,-492.605207746162,-1341.44869160373,0,0.75,0.47142408,1.50155398775,1,0
"mp-8634_Ca","Ca0-3Mn","Ca","Mn","Ca3Mn",10.8286679693633,-0.231655061666667,918.005420740412,2089.02240655022,-212.660602351955,-483.93261441244,0,0.75,0.0830980520689639,0.368257105517241,1,0
"mp-8633_Li","Li0-3Cr","Li","Cr","Li3Cr",5.15805213544504,-0.407694173333333,1104.16694845297,1821.51042345738,-450.162431271522,-742.619186309507,0,0.75,0.402526340000001,0.406402215,1,0
"mp-8636_Li","Li0-3Nb","Li","Nb","Li3Nb",2.38149567340585,-0.825405963333334,706.980407666794,2085.17841482965,-583.545844448003,-1721.11869821434,0,0.75,0.320164159999999,0.6990955125,1,0
"mp-102_Rb","Rb0-3Co","Rb","Co","Rb3Co",17.4204448107666,-1.12928225916667,254.979741365228,664.158460089898,-287.944098370657,-750.022366254975,0,0.75,0.0161139949999995,0.850990193125,1,0
"mp-8634_Rb","Rb0-3Mn","Rb","Mn","Rb3Mn",20.6965361504616,-0.8831153025,258.251654983138,569.453857894205,-228.06598841156,-502.893415974033,0,0.75,0.0830980520689639,0.683110989892241,1,0
"mp-8637_Rb","Rb0-3Mo","Rb","Mo","Rb3Mo",13.4775227949178,-1.46913408583333,228.199090535233,571.237427938797,-335.255062261477,-839.22437648865,0,0.75,0.411460099999999,1.204715589375,1,0
"mp-8642_Rb","Rb0-3Re","Rb","Re","Rb3Re",12.2810875162722,-2.05551782916667,181.659634378432,665.047171502043,-373.404617304766,-1367.01631825931,0,0.75,0.0627567550000006,1.557327560625,1,0
"mp-8632_Rb","Rb0-3V","Rb","V","Rb3V",15.5109634775488,-1.1510189625,261.609818272864,580.681146426235,-301.117861608246,-668.375010702836,0,0.75,0.247140399999999,0.925049321875,1,0
"mp-8641_Rb","Rb0-3W","Rb","W","Rb3W",12.3636270828617,-1.9016929625,182.636340342846,604.601386154139,-347.318243126745,-1149.76620116707,0,0.75,0.47142408,1.544125741875,1,0
"mp-102_Na","Na0-3Co","Na","Co","Na3Co",8.02501257791034,-0.876626576781609,628.638546164134,1355.57642209097,-551.081256756833,-1188.33431846347,0,0.75,0.0161139949999995,0.661498431336207,1,0
"mp-23_Na","Na0-3Ni","Na","Ni","Na3Ni",7.97351714484882,-0.555671876781609,629.819348159705,1381.22927720939,-349.972899225273,-767.510264732647,0,0.75,0,0.416753907586207,1,0
"mp-568345_Na","Na0-3Fe","Na","Fe","Na3Fe",7.196324164616,-0.661557793448276,644.192519491936,1214.9419279921,-426.170581750971,-803.754301050249,0,0.75,0.7613994,0.686518195086207,1,0
"mp-8642_Na","Na0-3Re","Na","Re","Na3Re",5.85928476054404,-1.71477237678161,315.093686074127,1287.67794245466,-540.313948978208,-2208.07456591223,0,0.75,0.0627567550000006,1.30176847133621,1,0
"mp-567597_Y","Y0-3Bi","Y","Bi","Y3Bi",2.32512461663137,0.15471914,507.072461229389,3420.23989064296,78.4538151190945,529.176574473973,0,0.75,0.04954518,0.148718935069446,1,0
"mp-133_Y","Y0-1Sb","Y","Sb","YSb",0.841884117418767,0.619496703888889,381.668141448135,2424.02296931959,236.442155606518,1501.67423964444,0,0.5,0.0504823449999998,0.351132900000001,1,0
"mp-215_Y","Y0-1Sb","Y","Sb","YSb",1.1831377855775,0.946209002222222,381.668141448135,2224.60200081413,361.13783129965,2104.93843953189,0,0.5,0.32835344,0,1,0
"mp-80_Y","Y0-0.5Sb","Y","Sb","YSb2",0.573276377851196,0.534730598888889,241.871814228923,1548.10227915752,129.336260076974,827.817658875152,0,0.333333333333333,0.29033282,0.49558247,1,0
"mp-623511_Y","Y0-3Sn","Y","Sn","Y3Sn",3.08131728918542,0.110548516666666,625.83313078755,3520.24248601502,69.1849242894195,389.157585135939,0,0.75,0.0542568349999999,0.278200298611112,1,0
"mp-1019_Y","Y0.47-0.5Ni","Y","Y15Ni32","YNi2",0.00780239505771774,0.0667078588888736,24.3599455179607,180.74311533207,1.62499980815277,12.0569862327071,0.319148936170213,0.333333333333333,0,0.00539370352941226,1,0
"mp-998866_Y","Y0-1C","Y","C","YC",4.3714992201969,0.537078585555556,796.741896508468,4436.70681491388,427.913010829619,2382.86022067864,0,0.5,2.75478799,0.888511522499999,1,0
"mp-514_Zn","Zn2-22Hf","Zn","HfZn2","HfZn22",6.10112577688412,0.0122789895000001,662.792704375275,5038.92732559363,8.13842465770065,61.8729357222276,0.666666666666667,0.956521739130435,0.00396220125000024,0.00395933195652232,1,0
"mp-11503_Zn","Zn1-3Mn","Zn","MnZn","MnZn3",1.07487684232816,0.0623077275000005,426.83457238827,3180.3340960522,26.5950922239475,198.159390215781,0.5,0.75,0.0832009423563216,0,1,0
"mp-8637_Zn","Zn0-7Mo","Zn","Mo","Zn7Mo",6.40296005370207,0.0438704271428572,677.534675751295,5213.29484153293,29.7237356293066,228.709471519704,0,0.875,0.411460099999999,0.0125736525,2,0.109859209999999
"mp-23_Zn","Zn0-1Ni","Zn","Ni","ZnNi",2.54615634084883,-0.82779691,431.925267285143,2330.12561746198,-357.546401609566,-1928.87078604687,0,0.5,0,1.082767445,1,0
"mp-10631_Zn","Zn0-3Sb","Zn","Sb","Zn3Sb",1.72070078442843,-0.0239608466666665,505.70899713568,3482.65895876278,-12.1172157383217,-83.4474573032075,0,0.75,0.30193994,0.1734244540625,1,0
"mp-21289_Zn","Zn1-3Ti","Zn","TiZn","TiZn3",0.942157052019941,0.103682095,439.199343619489,2941.60807101417,45.5371080690935,304.992087471658,0.5,0.75,0,0,1,0
"mp-971857_Zn","Zn0-3C","Zn","C","Zn3C",8.09274178440506,-0.23408037,772.237144725395,5241.9320292205,-180.765556565064,-1227.03338891479,0,0.75,2.75478799,1.0398175525,1,0
"mp-102_Mg","Mg0-3Co","Mg","Co","Mg3Co",5.31533778391647,-0.106198415,1219.65178872705,3874.40693698024,-129.525086814728,-411.455875772306,0,0.75,0.0161139949999995,0.175756181875002,1,0
"mp-89_Mg","Mg0-3Cr","Mg","Cr","Mg3Cr",6.51302940149801,-0.170588081666667,1287.3866843874,3011.63993170206,-219.612824852857,-513.749878619784,0,0.75,0.335924120000001,0.35446048444631,1,0
"mp-1016326_Mg","Mg7-149Cr","Mg","Mg7Cr","Mg149Cr",18.7486744420627,0.0140741932394367,2072.0682428482,3681.50476399797,29.1626888551456,51.8142094604142,0.875,0.993333333333333,0.154163670604027,0,1,0
"mp-1016285_Mg","Mg5-7Cu","Mg","Mg5Cu","Mg7Cu",0.39627129356876,-0.0247870775,458.770394603992,1068.35710588656,-11.3715773257547,-26.4814503812859,0.833333333333333,0.875,0.0788513416666667,0.0715320449999999,1,0
"mp-865014_Mg","Mg2-3Cu","Mg","Mg2Cu","Mg3Cu",0.384554024175791,-0.2341608375,392.807925273359,1180.00206684746,-91.9802327586471,-276.310272224733,0.666666666666667,0.75,0.0158157449999998,0.1289422275,1,0
"mp-1094958_Mg","Mg1-3Hf","Mg","HfMg","HfMg3",1.05447400070939,-0.0357295625000001,426.427177587779,2042.98033639377,-15.2360564933212,-72.9947936154527,0.5,0.75,0.226561312281879,0.158812785922819,1,0
"mp-8640_Mg","Mg0-3Hf","Mg","Hf","HfMg3",2.88009289149845,-0.120119918333334,639.640766381668,3058.5496242445,-76.8335966204369,-367.392731082698,0,0.75,0.072408209999999,0.212985780922819,1,0
"mp-8634_Mg","Mg0-3Mn","Mg","Mn","Mg3Mn",6.28763820673542,-0.10158246,1257.76344921768,3390.7216201821,-127.766705269617,-344.437843353284,0,0.75,0.0830980520689639,0.182084452050451,1,0
"mp-1016256_Mg","Mg7-149Hf","Mg","HfMg7","HfMg149",18.0704206000346,0.0131613804929578,2003.09232796965,3679.26764472099,26.3634602909331,48.4242414076016,0.875,0.993333333333333,0.119237868993288,0,1,0
"mp-8636_Mg","Mg0-7Nb","Mg","Nb","Mg7Nb",7.94430841486197,-0.0415024314285715,1426.47037525082,3678.84992532739,-59.2019889337359,-152.681216761905,0,0.875,0.320164159999999,0.127141586426175,1,0
"mp-1016282_Mg","Mg7-149Mn","Mg","Mg7Mn","Mg149Mn",20.1555593685037,0.00948060468309853,2070.41011562584,3701.92492252877,19.6287398381369,35.0964867570054,0.875,0.993333333333333,0.125070239130699,0,1,0
"mp-1016331_Mg","Mg7-149Nb","Mg","Mg7Nb","Mg149Nb",18.8871529396922,0.0130627719718309,2049.24625232504,3682.52499050605,26.7688365082511,48.1039842315493,0.875,0.993333333333333,0.169751658926175,0,1,0
"mp-1016281_Mg","Mg0-149Mo","Mg","Mo","Mg149Mo",199.434026548842,0.00996812526845636,2148.51068192249,3880.89984567173,21.41662361802,38.6852958159888,0,0.993333333333333,0.870799439999999,0,1,0
"mp-23_Mg","Mg0-2Ni","Mg","Ni","Mg2Ni",4.36055831447795,-0.0334015149999999,999.091590587582,3082.88400147431,-33.3711727493849,-102.972996218504,0,0.666666666666667,0,0.217695661111111,1,0
"mp-1016229_Mg","Mg2-3Ni","Mg","Mg2Ni","Mg3Ni",0.41040204684622,-0.3460016325,407.291345314796,1232.60625083143,-140.923470382041,-426.483775017379,0.666666666666667,0.75,0.00115982277777782,0.179210310742629,1,0
"mp-1016317_Mg","Mg0-149Fe","Mg","Fe","Mg149Fe",267.323477606053,0.00884901862416099,2171.93677445033,3845.61868640637,19.2195089676111,34.0299513774315,0,0.993333333333333,0.476686659999999,0,1,0
"mp-1016301_Mg","Mg0-149Ni","Mg","Ni","Mg149Ni",293.193217862703,0.0136546732885906,2170.25571139347,3871.16790846704,29.6341326917757,52.8595330353941,0,0.993333333333333,0.4099108,0,1,0
"mp-8632_Mg","Mg0-7V","Mg","V","Mg7V",10.9173790726925,-0.0843255671428573,1697.2438772782,3754.36220754257,-143.121052531227,-316.588722410737,0,0.875,0.247140399999999,0.194739013255034,1,0
"mp-1016298_Mg","Mg7-149V","Mg","Mg7V","Mg149V",18.7096891634867,0.0141973519014085,2072.66327911927,3697.51429430478,29.4263299467835,52.4949115967329,0.875,0.993333333333333,0.173821085755034,0,1,0
"mp-6985_Mg","Mg0-7Ti","Mg","Ti","Mg7Ti",9.08981182397608,-0.0442212135714288,1721.18024621377,3560.27465295912,-76.1126792627436,-157.43966580145,0,0.875,0.0619625166666662,0.103083706683446,1,0
"mp-1094341_Mg","Mg0.5-1Ti","Mg","MgTi2","MgTi",0.407967078116551,-0.0418638774999999,371.355666260654,1127.96192881932,-15.5463881212668,-47.2208600127556,0.333333333333333,0.5,0.229689296196868,0.19832784471197,1,0
"mp-1023608_Mg","Mg1-15Ti","Mg","MgTi","Mg15Ti",8.38065533299774,-0.0116588846428571,1819.50788733977,3481.81384326462,-21.2134325652631,-40.5940659465253,0.5,0.9375,0.22540126596197,0.066529474720358,1,0
"mp-1016265_Mg","Mg5-149Ti","Mg","Mg5Ti","Mg149Ti",25.0360053891868,0.0140520856944444,2103.61685511202,3754.55045358203,29.5602043163117,52.7592647178497,0.833333333333333,0.993333333333333,0.182122467158837,0,2,0.0353852587323945
"mp-30234_Cs","Cs0-2WCl6","Cs","WCl6","Cs2WCl6",0.300134005377144,3.34040111793103,80.9261455107696,299.322365643343,270.325786934024,999.856764816784,0,0.222222222222222,0,0,1,0
"mp-610706_Cs","Cs2-3CoF6","Cs","Cs2CoF6","Cs3CoF6",0.1814692045437,4.36697676793104,46.8852469327021,203.225518285546,204.74678411382,887.481117003726,0.222222222222222,0.3,0,0,1,0
"mp-1238886_Cs","Cs0-0.5CrS2","Cs","CrS2","Cs(CrS2)2",0.63724921526296,0.147587772931039,73.3970136074366,256.46104935695,10.8325017781107,37.8505151181495,0,0.142857142857143,0.0294610066666676,0.379047320357142,1,0
"mp-559450_Cs","Cs0-0.5FeF3","Cs","FeF3","CsFe2F6",0.0432028154934478,3.54609143293103,74.7421560786752,296.389314669632,265.042519349384,1051.02360956228,0,0.111111111111111,0.0111520168749992,0.044705688333333,1,0
"mp-505149_Cs","Cs0.75-1Cr5Se8","Cs","Cs3(Cr5Se8)4","CsCr5Se8",0.00667232601483181,1.68791139793105,6.53971593914039,35.1114789488999,11.0384610729064,59.2650655160644,0.0545454545454545,0.0714285714285714,0,0,1,0
"mp-558110_Cs","Cs0-1TiS2","Cs","TiS2","CsTiS2",0.107093307536735,1.09483589793103,109.437373686678,463.714428596057,119.815965287468,507.69120281554,0,0.25,0.0095215099999999,0.176637141875001,1,0
"mp-7564_Cs","Cs0-0.5Nb3Te4","Cs","Nb3Te4","Cs(Nb3Te4)2",0.0415262262209133,0.95980992793104,15.6629046676309,114.642493029057,15.0334114002296,110.035002972054,0,0.0666666666666667,0,0.00823181566666431,1,0
"mp-558694_Cs","Cs0-1FeF3","Cs","FeF3","CsFeF3",0.340370654151464,1.68701800793104,109.061869014375,555.189358756404,183.989337005866,936.614446033739,0,0.2,0.0110887687499996,0.31336781725001,1,0
"mp-799_Cs","Cs0-0.5V3S4","Cs","V3S4","Cs(V3S4)2",0.0625242292718624,0.875672147931034,38.5591515730459,179.954347014047,33.7651750803674,157.581009579317,0,0.0666666666666667,0,0.0221962634444495,1,0
"mp-557324_Cs","Cs0-2CrF6","Cs","CrF6","Cs2CrF6",0.666442087285976,5.87296131293103,124.139143578742,462.97429716209,729.064387658343,2719.03013611439,0,0.222222222222222,0,3.34432612037037,1,0
"mp-12627_Cs","Cs0-0.5Nb3S4","Cs","Nb3S4","Cs(Nb3S4)2",0.0383559181600983,1.40884788793104,28.3055314533839,155.347333325585,39.8781882048654,218.860762451469,0,0.0666666666666667,0,0,1,0
"mp-1096944_Cs","Cs0-1NbO3","Cs","NbO3","CsNbO3",0.141448513662949,3.05109524793104,97.8834886340185,613.35601046446,298.651847022165,1871.40760881805,0,0.2,0.188615306607144,0.251293346750001,1,0
"mp-10033_Cs","Cs0-0.5NbS2","Cs","NbS2","Cs(NbS2)2",0.376301716346534,2.32585784793104,59.961493495258,249.22434908118,139.461910219612,579.660408205969,0,0.142857142857143,0,0,1,0
"mp-9227_Cs","Cs0-0.5Ti3Se4","Cs","Ti3Se4","Cs(Ti3Se4)2",0.0329117602660352,1.26068738793103,25.4818415041446,141.271557021479,32.1246362055327,178.099270210359,0,0.0666666666666667,0,0,1,0
"mp-561682_Cs","Cs0.11-0.33MoS","Cs","Cs(MoS)9","Cs(MoS)3",0.0402652435188231,2.40549201543105,34.5655778006745,169.314211827707,83.1472214082833,407.283984650552,0.0526315789473684,0.142857142857143,0.0598424913157896,0,1,0
"mp-32662_Cs","Cs0-0.33WO3","Cs","WO3","Cs(WO3)3",0.0134405568468914,3.02630121793104,32.3525258519444,232.232059035509,97.9084883888849,702.804163101794,0,0.0769230769230769,0.00385695750000004,0,1,0
"mp-867522_Cs","Cs0-0.17TiO2","Cs","TiO2","CsTi6O12",0.016350887218701,2.36183112793105,43.7860972319,183.761032777756,103.415367412917,434.012527315262,0,0.0526315789473684,0.0610438941666676,0,2,0.937737159999983
"mp-3747_Al","Al0-1Ti3C2","Al","Ti3C2","Ti3AlC2",0.243119828165038,0.389458330000001,413.16966149056,1738.56143207323,160.912366370779,677.097231937653,0,0.166666666666667,0.0497152440000015,0,1,0
"mp-1112_Al","Al0-2CeCo2","Al","CeCo2","Ce(Al10Co)2",7.45684675240127,0.0532972541666667,2016.12629446784,7150.39826346307,107.453995548352,381.096593640683,0,0.869565217391304,0,0.0588364318840569,1,0
"mp-1221647_Al","Al0-24MnCr","Al","MnCr","MnAl24Cr",17.4972180122506,0.0322406627777778,2557.62687673099,7619.19125073158,82.459585644065,245.647775754232,0,0.923076923076923,0.0668575410344836,0,1,0
"mp-1045348_Al","Al0-0.5CoS2","Al","CoS2","Al(CoS2)2",0.105749752613684,0.786678469999998,294.40537976418,1197.09427808956,231.602373712654,941.728295133244,0,0.142857142857143,0.0984999891666671,0.104341235863093,1,0
"mp-1048148_Al","Al0.33-0.67CuO2","Al","Al(CuO2)3","Al2(CuO2)3",0.0630543304983031,3.62681896666666,236.068816766009,1068.1055520472,856.178862085518,3873.82547456676,0.1,0.181818181818182,0.638301203187501,0.316112249545446,1,0
"mp-504100_Al","Al0-0.5CuO2","Al","CuO2","Al(CuO2)2",0.000187717639196228,2.85208040166667,368.707404163073,1904.32030460413,1051.58316136289,5431.27461925735,0,0.142857142857143,0.174862156875,0.123153802946419,1,0
"mp-631551_Al","Al1-2MnTc","Al","MnAlTc","MnAl2Tc",0.132831986831197,0.874309089999999,388.612891902873,2385.9069532459,339.767783881869,2086.0201371171,0.333333333333333,0.5,0.750182412011494,0.019322626071431,1,0
"mvc-11882_Al","Al0.33-0.67CuO2","Al","Al(CuO2)3","Al2(CuO2)3",0.0726165042377021,3.6069589,236.068816766009,1071.62927649324,851.490519646626,3865.32275634784,0.1,0.181818181818182,0.629955609687501,0.31394172818181,1,0
"mp-4979_Al","Al0.67-1CuS2","Al","Al2(CuS2)3","AlCuS2",0.0379932556535749,1.39643245666666,173.295665946696,595.442788451827,241.995692527631,831.495635882235,0.181818181818182,0.25,0.113229097727273,0,1,0
"mp-34728_Al","Al1.67-2CuO4","Al","Al5(CuO4)3","Al2CuO4",0.00193758789683995,3.05008884,147.661130481892,657.457502441529,450.379566184604,2005.30379097118,0.25,0.285714285714286,0.121049785593738,0.0593051811904717,1,0
"mp-1257684_Al","Al0.33-0.67CuSe2","Al","Al(CuSe2)3","Al2(CuSe2)3",0.137364098782106,1.13329846,111.927616887999,528.158273245392,126.847395850639,598.560957705262,0.1,0.181818181818182,0.201698510999997,0.0790387122727241,1,0
"mp-1045438_Al","Al0-0.5FeS2","Al","FeS2","Al(FeS2)2",0.15311436174269,0.5827683,301.217472681558,1143.88373447286,175.539994484928,666.619179336402,0,0.142857142857143,0.250639878333334,0.229807120476186,1,0
"mp-1045487_Al","Al0-0.5MnS2","Al","MnS2","Mn2AlS4",0.118937490395478,0.466876891666667,303.278374435836,1084.9282745569,141.593664766323,506.527940506407,0,0.142857142857143,0.0115613333333329,0.0720190485714278,1,0
"mp-1045491_Al","Al0-0.5NiS2","Al","NiS2","Al(NiS2)2",0.0678085159592028,0.568317788333334,294.923278515301,1178.64177970673,167.610145373832,669.843089480194,0,0.142857142857143,0.043764471666667,0.190369194166664,1,0
"mp-3861_Al","Al0-0.25MoS2","Al","MoS2","Al(MoS2)4",0.0704774329781366,1.21035684333333,120.499142817059,564.035581506476,145.846962124427,682.684325959858,0,0.0769230769230769,0.267543035833333,0.0252779662820517,1,0
"mp-37405_Al","Al4.33-5CuSe8","Al","Al13(CuSe8)3","Al5CuSe8",0.02363628267897,1.19603724166667,64.5714813682762,296.782960465925,77.2298964660436,354.963473409332,0.325,0.357142857142857,0.0877567376250008,0.0199694824999952,1,0
"mp-1103718_Al","Al0-0.25VS2","Al","VS2","Al(VS2)4",0.111348078788736,1.12851956666667,165.010876093053,582.896907143651,186.218002383819,657.810565061093,0,0.0769230769230769,0.0881858975000007,0,1,0
"mp-510321_Al","Al0-1Zr5Sn3","Al","Zr5Sn3","Zr5AlSn3",0.0646232979661425,0.296972876666667,95.807223320303,681.415192687272,28.4521467148762,202.361829976711,0,0.111111111111111,0,0,1,0
"mp-2649_Al","Al0-1Zr5Sb3","Al","Zr5Sb3","Zr5AlSb3",0.0607998371029441,0.356858516666665,94.7739192542723,690.600977112563,33.8208802437658,246.446840300938,0,0.111111111111111,0.00862832531249946,0,1,0
"mp-25428_Al","Al0-0.5NiO2","Al","NiO2","Al(NiO2)2",0.103803002770245,3.11266183666667,385.880936089291,1931.77533701346,1201.11686326234,6012.96336853569,0,0.142857142857143,0.140188005277777,0.0130756192857149,1,0
"mp-35267_Al","Al4.33-5CuS8","Al","Al13(CuS8)3","Al5CuS8",0.0175151379053888,1.66168334333333,117.815520139816,355.204223792389,195.772087402484,590.236942157458,0.325,0.357142857142857,0.0979581066666668,0,2,0.0159734266666542
"mp-1042019_Al","Al0-0.5NiO2","Al","NiO2","Al(NiO2)2",0.105002077324474,3.54288973666667,385.880936089291,1946.11521033992,1367.13360804607,6894.87160508419,0,0.142857142857143,0.459693678611109,0.102554239285714,1,0
"mp-1389151_Al","Al0-1MoO3","Al","MoO3","AlMoO3",0.0198201385341139,2.12504243,470.422223288444,2334.63638649038,999.667184502878,4961.20137991393,0,0.2,0.9648742303125,0.580165983625001,1,0
"mp-1383064_Al","Al0-1CrO3","Al","CrO3","AlCrO3",0.106895043598584,1.04950786333333,633.226323390407,2446.74523966037,664.576005667889,2567.87836859696,0,0.2,0.402243070750001,1.3427578775,1,0
"mp-1385937_Al","Al0-1CrO3","Al","CrO3","AlCrO3",0.0522381711882292,3.37446693333334,633.226323390407,2597.42851134839,2136.80128959717,8764.93662324237,0,0.2,0.936153800750001,0.374911019499999,1,0
"mp-756851_Al","Al0-0.5CrO2","Al","CrO2","AlCr2O4",0.0309393191958165,2.13367195333333,412.391093036747,1764.98321255641,879.907309016984,3765.89517873578,0,0.142857142857143,0.191386785833318,0.126894225119047,1,0
"mp-1345463_Al","Al0-1CrO3","Al","CrO3","AlCrO3",0.0188736657986432,2.72767296583333,633.226323390407,2795.82269276328,1727.23432356605,7626.08997631375,0,0.2,0.202776377,0.176285460999999,1,0
"mp-753184_Al","Al0-0.5CoO2","Al","CoO2","Al(CoO2)2",0.1281745841799,3.15954766,384.994804413982,1900.5862197124,1216.40943339835,6004.99274312057,0,0.142857142857143,0.253812030000001,0.0319373360713771,1,0
"mp-1042107_Al","Al0-1W3O8","Al","W3O8","AlW3O8",0.0435404744670913,1.66239450333333,113.807239358842,973.655192693078,189.192529149681,1618.59904047493,0,0.0833333333333333,0.0877361112587405,0.0573096370833337,1,0
"mp-1386422_Al","Al0-1WO3","Al","WO3","AlWO3",0.00144757755023561,1.87196693,310.658081454734,2223.96194251893,581.541655020508,4163.18320997401,0,0.2,1.22282274625,0.736794372249996,1,0
"mp-755882_Al","Al0-2MnO4","Al","MnO4","MnAl2O4",0.143223123005109,3.0779437075,930.075623613737,3727.85503409461,2862.72041320104,11474.1279446637,0,0.285714285714286,0.510180402500005,0,1,0
"mp-34234_Al","Al1.67-2NiO4","Al","Al5(NiO4)3","Al2NiO4",0.0194546147796324,3.690718435,151.717308596396,663.209960246679,559.945867745302,2447.72122655804,0.25,0.285714285714286,0.130198929083335,0.0057242899999963,1,0
"mp-25275_Al","Al0-0.5MnO2","Al","MnO2","Mn2AlO4",0.093405708888554,2.12826325166667,400.310432526583,1745.72959336125,851.965982805116,3715.37214089775,0,0.142857142857143,0.0329338791666682,0.117341606785713,1,0
"mp-1248275_Al","Al1.33-1.67NiO4","Al","Al4(NiO4)3","Al5(NiO4)3",0.00949055058008552,3.21990780333334,159.855924004804,682.709180346754,514.72133711213,2198.26061720582,0.210526315789474,0.25,0.156448186491239,0.0950589473333352,1,0
"mp-504097_Al","Al0-0.5CoO2","Al","CoO2","Al(CoO2)2",0.11356402567769,2.527604855,384.994804413982,1888.40594525696,973.114736786556,4773.14403544234,0,0.142857142857143,0.0573284049999998,0.134355431071376,1,0
"mp-25262_Al","Al0-0.5TiO2","Al","TiO2","Ti2AlO4",0.0263923412778331,0.753023969999999,430.630881356154,1824.5674930385,324.275375883409,1373.9430571408,0,0.142857142857143,0.178805519999999,0.0635534774999762,1,0
"mp-1252778_Al","Al1.33-1.67CoO4","Al","Al4(CoO4)3","Al5(CoO4)3",0.0118401727444342,3.42553939999999,159.627617600035,666.572671316967,546.810693417051,2283.37094855952,0.210526315789474,0.25,0.187098711315791,0.0806394143750078,1,0
"mp-1359741_Al","Al1.33-1.67FeO4","Al","Al4(FeO4)3","Al5(FeO4)3",0.00533672671069918,3.61451985333333,162.618672353467,655.940746026082,587.788419744312,2370.91084912155,0.210526315789474,0.25,0.186489904342106,0.063306307125,1,0
"mp-19342_Al","Al0-1WO3","Al","WO3","AlWO3",0.140490341807208,-0.493997769166666,310.658081454734,2031.49814529522,-153.464399212235,-1003.55555184206,0,0.2,0.000278300625000227,1.17833763525,1,0
"mp-505623_Al","Al0-0.5FeO2","Al","FeO2","Al(FeO2)2",0.00192361055147505,2.88492174166667,396.727612262579,1806.39722220089,1144.52811413582,5211.31462041362,0,0.142857142857143,0.258179855833331,0.0386533821428579,1,0
